feature,factor,weight
"Triglycerides_(109.0, 142.0]",0,0.0024034164414948617
"Triglycerides_(142.0, 203.0]",0,0.0020208107323570904
"Triglycerides_(203.0, 2287.0]",0,0.002134009231993021
"High Density Lipoprotein Chol_(11.999, 40.0]",0,0.001892789445635291
"High Density Lipoprotein Chol_(40.0, 47.0]",0,0.0018878218934142792
"High Density Lipoprotein Chol_(47.0, 54.0]",0,0.001792462657457007
"High Density Lipoprotein Chol_(54.0, 64.0]",0,0.0031783881584420723
"High Density Lipoprotein Chol_(64.0, 161.0]",0,0.0022744671680259626
"Poc Hgb A1C_(-0.001, 6.3]",0,0.00043260288614489436
"Poc Hgb A1C_(6.3, 6.9]",0,5.670232907728007e-05
"Poc Hgb A1C_(6.9, 7.5]",0,6.979901507320832e-05
"Poc Hgb A1C_(7.5, 8.7]",0,0.0
"Poc Hgb A1C_(8.7, 14.0]",0,0.0002341288787284242
"Other % Cell Type_(-0.001, 2.0]",0,0.00036330479235900095
"Mean Corpuscular Volume_(54.299, 86.0]",0,0.007060701931452442
"Mean Corpuscular Volume_(86.0, 89.0]",0,0.009347843968818584
"Mean Corpuscular Volume_(89.0, 91.3]",0,0.00934174639671723
"Mean Corpuscular Volume_(91.3, 94.4]",0,0.007680249450472171
"Mean Corpuscular Volume_(94.4, 120.3]",0,0.005862277467919609
"Plasmacyte_(-0.001, 2.8]",0,0.00036330479235900095
"Immature Granulocyte %_(-0.001, 0.2]",0,0.012746645116311925
"Immature Granulocyte %_(0.2, 0.3]",0,0.006304523888817325
"Immature Granulocyte %_(0.3, 0.4]",0,0.003187234884977938
"Immature Granulocyte %_(0.4, 0.5]",0,0.0017937811100419713
"Immature Granulocyte %_(0.5, 16.3]",0,0.00258445827420335
"Mean Corpuscular Hgb_(13.999, 28.6]",0,0.006378294810483841
"Mean Corpuscular Hgb_(28.6, 29.8]",0,0.007037212173600414
"Mean Corpuscular Hgb_(29.8, 30.8]",0,0.010198139063980812
"Mean Corpuscular Hgb_(30.8, 31.9]",0,0.007635293670215108
"Mean Corpuscular Hgb_(31.9, 43.0]",0,0.007563881763858446
"Blasts_(-0.001, 89.0]",0,0.000365326869384001
"Metamyelocytes._(-0.001, 1.0]",0,0.0003025600470176972
"Metamyelocytes._(1.0, 14.0]",0,5.4864825431904646e-05
"Absolute Early Gran Count_(-0.001, 13.7]",0,0.027262173518619627
"Red Cell Distribution Width_(10.699, 12.7]",0,0.00910444438412145
"Red Cell Distribution Width_(12.7, 13.2]",0,0.009518317945787853
"Red Cell Distribution Width_(13.2, 13.7]",0,0.00828751942203857
"Red Cell Distribution Width_(13.7, 14.6]",0,0.007077060924791994
"Red Cell Distribution Width_(14.6, 31.3]",0,0.005983893447996632
"Urea Nitrogen_(4.999, 13.0]",0,0.012173787527130504
"Urea Nitrogen_(13.0, 15.0]",0,0.007186198415402278
"Urea Nitrogen_(15.0, 18.0]",0,0.007177742805993882
"Urea Nitrogen_(18.0, 23.0]",0,0.00888224726767221
"Urea Nitrogen_(23.0, 139.0]",0,0.005008296041737502
"White Blood Cell Count_(0.099, 5.3]",0,0.006766769403030333
"White Blood Cell Count_(5.3, 6.5]",0,0.010067398308430535
"White Blood Cell Count_(6.5, 7.6]",0,0.008031186765559487
"White Blood Cell Count_(7.6, 9.3]",0,0.007044388849881006
"White Blood Cell Count_(9.3, 374.3]",0,0.008118980884202704
"Bands_(-0.001, 1.0]",0,0.0004157932714238389
"Bands_(1.0, 17.0]",0,0.0
"Cholesterol_(54.999, 152.0]",0,0.0015626363437029804
"Cholesterol_(152.0, 176.0]",0,0.002535110214060905
"Cholesterol_(176.0, 196.0]",0,0.002352552832220955
"Cholesterol_(196.0, 223.0]",0,0.0023703335938072404
"Cholesterol_(223.0, 484.0]",0,0.0024634529817762463
"Co2_(9.999, 26.0]",0,0.008729909656279119
"Co2_(26.0, 28.0]",0,0.0126961510769852
"Co2_(28.0, 29.0]",0,0.004968240662873641
"Co2_(29.0, 30.0]",0,0.0063087828567361
"Co2_(30.0, 40.0]",0,0.008183928056103023
"Segmented Neutrophils._(-0.001, 52.4]",0,0.004836854195132724
"Segmented Neutrophils._(52.4, 59.4]",0,0.0073281832814282785
"Segmented Neutrophils._(59.4, 65.1]",0,0.005272551296571535
"Segmented Neutrophils._(65.1, 71.9]",0,0.004568208610424187
"Segmented Neutrophils._(71.9, 95.6]",0,0.005159956138459252
"Creatinine_(0.169, 0.73]",0,0.010843275777012523
"Creatinine_(0.73, 0.84]",0,0.008710398247918482
"Creatinine_(0.84, 0.96]",0,0.007661694389002329
"Creatinine_(0.96, 1.122]",0,0.0076773228412301215
"Creatinine_(1.122, 21.48]",0,0.004847956184535153
"Absolute Blast Count_(-0.001, 115.3]",0,0.0003650349226135204
"Lymphocyte % (Coulter)_(-0.001, 15.9]",0,0.004746835385684829
"Lymphocyte % (Coulter)_(15.9, 22.2]",0,0.005254072332341581
"Lymphocyte % (Coulter)_(22.2, 27.4]",0,0.005147630067273758
"Lymphocyte % (Coulter)_(27.4, 33.9]",0,0.005927321567972902
"Lymphocyte % (Coulter)_(33.9, 98.5]",0,0.0061022336670969405
"Mean Corpuscular Hgb Conc._(25.698999999999998, 32.4]",0,0.004274780876538404
"Mean Corpuscular Hgb Conc._(32.4, 33.2]",0,0.007364619404195168
"Mean Corpuscular Hgb Conc._(33.2, 33.8]",0,0.01124608363796077
"Mean Corpuscular Hgb Conc._(33.8, 34.5]",0,0.008099930833092924
"Mean Corpuscular Hgb Conc._(34.5, 39.5]",0,0.008576846118224618
"Total Bilirubin_(0.099, 0.4]",0,0.00011202274359662399
"Total Bilirubin_(0.4, 0.5]",0,4.7116979456085514e-06
"Total Bilirubin_(0.5, 0.7]",0,3.325778463700404e-05
"Total Bilirubin_(0.7, 1.0]",0,4.731271999728187e-05
"Total Bilirubin_(1.0, 10.6]",0,0.00012128426258141084
"Mean Platelet Volume_(4.7989999999999995, 9.3]",0,0.009676547507168926
"Mean Platelet Volume_(9.3, 9.9]",0,0.008979295366853374
"Mean Platelet Volume_(9.9, 10.4]",0,0.007543704394654204
"Mean Platelet Volume_(10.4, 11.0]",0,0.006937990224058075
"Mean Platelet Volume_(11.0, 14.6]",0,0.007536055531887037
"Hematocrit_(18.099, 36.5]",0,0.005764666815203156
"Hematocrit_(36.5, 39.6]",0,0.007075953273814489
"Hematocrit_(39.6, 41.9]",0,0.009847858556804895
"Hematocrit_(41.9, 44.4]",0,0.010063776628739073
"Hematocrit_(44.4, 66.6]",0,0.0065817135933119225
"Eosinophils_(-0.001, 0.9]",0,0.006106453136878691
"Eosinophils_(0.9, 1.6]",0,0.00457312936980085
"Eosinophils_(1.6, 2.4]",0,0.005541941467098506
"Eosinophils_(2.4, 3.7]",0,0.006179064326755948
"Eosinophils_(3.7, 38.5]",0,0.004867939867028375
"WEIGHT_KG_(4.579, 67.696]",0,0.00415469665096918
"WEIGHT_KG_(67.696, 78.93]",0,0.004306646909285582
"WEIGHT_KG_(78.93, 89.81]",0,0.0055825864241562054
"WEIGHT_KG_(89.81, 103.01]",0,0.004961876098597595
"WEIGHT_KG_(103.01, 510.02]",0,0.004909206623247427
"Albumin_(1.499, 4.0]",0,0.006464537717727143
"Albumin_(4.0, 4.2]",0,0.006783027129314558
"Albumin_(4.2, 4.4]",0,0.007983308008684796
"Albumin_(4.4, 4.5]",0,0.004178890945918676
"Albumin_(4.5, 5.5]",0,0.006964348072956945
"Automated Nrbc Percentage_(-0.001, 1.1]",0,0.00012879911349114725
"Automated Nrbc Percentage_(1.1, 1.5]",0,0.0
"Automated Nrbc Percentage_(1.5, 2.1]",0,0.00020460523640642724
"Automated Nrbc Percentage_(2.1, 17.0]",0,0.0
"Absolute Neutrophil Count_(-0.001, 2.9]",0,0.0044953995948794605
"Absolute Neutrophil Count_(2.9, 3.8]",0,0.006190858912692783
"Absolute Neutrophil Count_(3.8, 4.7]",0,0.004756323646180557
"Absolute Neutrophil Count_(4.7, 6.4]",0,0.006098762874990134
"Absolute Neutrophil Count_(6.4, 51.9]",0,0.005023060251565572
"BP_SYS_(70.999, 116.0]",0,0.004787982118591086
"BP_SYS_(116.0, 126.0]",0,0.007107009142183849
"BP_SYS_(126.0, 135.0]",0,0.006124519771249519
"BP_SYS_(135.0, 146.0]",0,0.005225781623844634
"BP_SYS_(146.0, 414.0]",0,0.0030369178460659682
"Ferritin_(0.499, 32.54]",1,0.0005580271500155603
"Ferritin_(32.54, 75.58]",1,0.0007994790325615802
"Ferritin_(75.58, 137.32]",1,0.0006271141846629213
"Ferritin_(137.32, 297.4]",1,0.0003295041628518126
"Ferritin_(297.4, 7385.1]",1,0.0002680470014787056
"Phosphorus_(1.0990000000000002, 3.1]",1,0.00022333063857004061
"Phosphorus_(3.1, 3.5]",1,0.00022339634636022476
"Phosphorus_(3.5, 3.8]",1,5.987879569848278e-05
"Phosphorus_(3.8, 4.2]",1,0.0003641033213213688
"Phosphorus_(4.2, 9.4]",1,0.0
"Bilirubin, Total_(0.099, 0.3]",1,0.003704200883923512
"Bilirubin, Total_(0.3, 0.5]",1,0.007072799163354206
"Bilirubin, Total_(0.5, 0.6]",1,0.002444195953827708
"Bilirubin, Total_(0.6, 0.8]",1,0.003283003962569359
"Bilirubin, Total_(0.8, 30.9]",1,0.002230950588812124
"Chloride_(69.999, 103.0]",1,0.005951607445931201
"Chloride_(103.0, 104.0]",1,0.0035563062347930396
"Chloride_(104.0, 106.0]",1,0.007352809807649026
"Chloride_(106.0, 107.0]",1,0.002821459832525793
"Chloride_(107.0, 122.0]",1,0.004777921899596892
"Sodium_(106.999, 138.0]",1,0.0038534192173867595
"Sodium_(138.0, 140.0]",1,0.0070557021746537425
"Sodium_(140.0, 141.0]",1,0.00640214152761824
"Sodium_(141.0, 142.0]",1,0.0033763440837021584
"Sodium_(142.0, 150.0]",1,0.004048908701858526
"Hemoglobin_(5.699, 12.1]",1,0.002420009474441166
"Hemoglobin_(12.1, 13.2]",1,0.004566968143141407
"Hemoglobin_(13.2, 14.1]",1,0.006365138428930106
"Hemoglobin_(14.1, 15.1]",1,0.005761190170274197
"Hemoglobin_(15.1, 22.4]",1,0.004243669947247824
"Absolute Neutrophils_(-0.001, 3.0]",1,0.00018109582717428394
"Absolute Neutrophils_(3.0, 3.992]",1,0.0
"Absolute Neutrophils_(3.992, 5.6]",1,0.0002521691529896353
"Absolute Neutrophils_(5.6, 9.422]",1,0.00029068490648050403
"Absolute Neutrophils_(9.422, 14240.0]",1,0.00043311919439231397
"Tsh_(0.069, 0.9]",1,0.0
"Tsh_(0.9, 1.38]",1,0.00010008811138954225
"Tsh_(1.38, 2.08]",1,3.280692743738553e-05
"Tsh_(2.08, 3.1]",1,4.784967445062586e-05
"Tsh_(3.1, 17.32]",1,0.0
"Progranulocytes._(-0.001, 3.0]",1,0.00013955893976971321
"Monocyte % (Coulter)_(-0.001, 6.4]",1,0.004136040291820119
"Monocyte % (Coulter)_(6.4, 7.8]",1,0.0037294191364782
"Monocyte % (Coulter)_(7.8, 9.1]",1,0.0034770283794983126
"Monocyte % (Coulter)_(9.1, 10.9]",1,0.0036699437053983436
"Monocyte % (Coulter)_(10.9, 59.0]",1,0.0026264679591677387
"Red Blood Cell Count_(1.8690000000000002, 4.02]",1,0.001760924696469395
"Red Blood Cell Count_(4.02, 4.39]",1,0.005101125337475578
"Red Blood Cell Count_(4.39, 4.67]",1,0.005643277390686677
"Red Blood Cell Count_(4.67, 4.99]",1,0.006404298806368748
"Red Blood Cell Count_(4.99, 7.46]",1,0.00445600913624799
"Tsh-3Rd Generation (Sstsh)_(0.009000000000000001, 0.94]",1,0.0010947303117826693
"Tsh-3Rd Generation (Sstsh)_(0.94, 1.512]",1,0.0022566126352053808
"Tsh-3Rd Generation (Sstsh)_(1.512, 2.07]",1,0.001398369994010533
"Tsh-3Rd Generation (Sstsh)_(2.07, 3.08]",1,0.0015804818104959417
"Tsh-3Rd Generation (Sstsh)_(3.08, 142.3]",1,0.0011249484768808154
"Glucose_(36.999, 87.0]",1,0.005253022265716421
"Glucose_(87.0, 95.0]",1,0.0063958657425408115
"Glucose_(95.0, 104.0]",1,0.005188852512918416
"Glucose_(104.0, 127.0]",1,0.004797356759733096
"Glucose_(127.0, 650.0]",1,0.0030975221186586117
"Non-Hdl Cholesterol_(51.999, 92.0]",1,0.0
"Non-Hdl Cholesterol_(92.0, 113.0]",1,0.0
"Non-Hdl Cholesterol_(113.0, 131.0]",1,0.0
"Non-Hdl Cholesterol_(131.0, 161.0]",1,0.0
"Non-Hdl Cholesterol_(161.0, 276.0]",1,0.0
"Protein_(3.1990000000000003, 6.5]",1,0.003386317675892159
"Protein_(6.5, 6.8]",1,0.003946789727149657
"Protein_(6.8, 7.1]",1,0.0041246672598757245
"Protein_(7.1, 7.4]",1,0.004360362530596968
"Protein_(7.4, 10.7]",1,0.0031169199191111493
"Platelet Count_(0.999, 176.0]",1,0.0032752027613861374
"Platelet Count_(176.0, 213.0]",1,0.005153653605168557
"Platelet Count_(213.0, 247.0]",1,0.005427838998977298
"Platelet Count_(247.0, 290.0]",1,0.0056783191811523226
"Platelet Count_(290.0, 856.0]",1,0.0043786827130185045
"Basophils_(-0.001, 0.3]",1,0.007572095347409517
"Basophils_(0.3, 0.4]",1,0.002136947051712385
"Basophils_(0.4, 0.6]",1,0.0038146039860008606
"Basophils_(0.6, 0.8]",1,0.0021075959204440707
"Basophils_(0.8, 15.0]",1,0.0021082184942256433
"Absolute Basophils_(-0.001, 0.07]",1,0.0008131188768876692
"Absolute Basophils_(0.07, 0.1]",1,0.00026824058879868846
"Absolute Basophils_(0.1, 97.0]",1,0.00010796274544198442
"Absolute Eosinophils_(-0.001, 0.1]",1,0.00037228633574108033
"Absolute Eosinophils_(0.1, 0.12]",1,5.125600053779497e-05
"Absolute Eosinophils_(0.12, 0.2]",1,0.00034534756239347616
"Absolute Eosinophils_(0.2, 0.4]",1,0.00011626041297998383
"Absolute Eosinophils_(0.4, 9342.0]",1,0.0003035632984406204
"Absolute Monocytes_(-0.001, 0.4]",1,0.00018715122377298222
"Absolute Monocytes_(0.4, 0.56]",1,0.00037803769387670665
"Absolute Monocytes_(0.56, 0.7]",1,8.562048146768073e-05
"Absolute Monocytes_(0.7, 1.1]",1,0.00016532065165985707
"Absolute Monocytes_(1.1, 5145.0]",1,0.0003019321182844567
"Absolute Eosinophil Count_(-0.001, 0.1]",1,0.009685127378661833
"Absolute Eosinophil Count_(0.1, 0.2]",1,0.004831620652452423
"Absolute Eosinophil Count_(0.2, 0.3]",1,0.0016378467964671558
"Absolute Eosinophil Count_(0.3, 2.7]",1,0.001568486890296923
"Absolute Lymphocyte Count_(-0.001, 1.1]",1,0.0027609472570323014
"Absolute Lymphocyte Count_(1.1, 1.5]",1,0.004189376626317175
"Absolute Lymphocyte Count_(1.5, 1.8]",1,0.0031575484517313763
"Absolute Lymphocyte Count_(1.8, 2.4]",1,0.004604805138618472
"Absolute Lymphocyte Count_(2.4, 363.1]",1,0.002788104376558005
"Ast_(7.999, 19.0]",1,0.004209349063993709
"Ast_(19.0, 23.0]",1,0.005317878472956017
"Ast_(23.0, 27.0]",1,0.0035121735884961263
"Ast_(27.0, 34.0]",1,0.003044380511407778
"Ast_(34.0, 2142.0]",1,0.0029326395090748737
